"","Object","Ch1.mean","Ch2_d1.mean","Ch3_d1.mean","Ch4_d1.mean","Ch5_d1.mean","Ch6_d1.mean","Ch7_d1.mean","Ch1..pixels","Ch1.sum","Ch1.max","Ch1.SD","Ch1.AR","Ch1.F_min","Ch1.F_max","Ch1.mean_th","Ch1.mean_sq","Ch1_d0.mean","Ch1_d0.sum","Ch1_d0.max","Ch1_d0.SD","Ch1_d0.mean_th","Ch1_d0.mean_sq"
"21078","Disease A",55,2,4,2,0,30,5,253,14071,106,14.65559829,1.66999346,2.718542021,4.539947397,70,4900,55,14071,106,51.62796374,70,3025
"8133","Normal",40,4,2,0,0,6,0,335,13460,60,7.519129832,1.620648824,5.454823741,8.840353679,46,2116,40,13460,60,35.85135148,46,1600
"27627","Disease A",51,2,0,0,0,1,0,101,5162,84,9.99405764,1.864055119,1.895138595,3.5326428,54,2916,51,5162,84,45.10526741,54,2601
"19939","Disease A",53,4,6,3,0,49,8,223,11826,79,11.4151186,1.936064958,3.39600553,6.574887303,64,4096,53,11826,79,47.468753,64,2809
"2879","Normal",42,5,2,0,0,3,0,489,20777,73,9.709165446,2.056240302,3.600374793,7.403235752,50,2500,42,20777,73,36.85679466,50,1764
"18205","Disease A",67,7,3,1,1,7,1,304,20476,140,22.97238044,1.43354301,5.06175296,7.256240575,91,8281,67,20476,140,61.57227247,91,4489
"2532","Normal",49,8,2,0,0,3,0,85,4228,76,13.20917685,2.140544126,2.101100286,4.497497875,56,3136,49,4228,76,41.48082477,56,2401
"12074","Normal",36,10,3,0,0,5,0,35,1265,39,2.624064459,1.456862718,4.949747468,7.211102551,36,1296,36,1265,39,33.8867863,36,1296
"17515","Disease A",55,3,4,1,0,17,2,44,2438,79,11.77825423,2.354176697,2.248099384,5.292423183,66,4356,55,2438,79,47.84301982,66,3025
"19264","Disease A",52,3,3,1,0,21,3,160,8349,98,11.44224628,2.287581117,2.628279377,6.012402275,57,3249,52,8349,98,49.73624182,57,2704
"3552","Normal",36,1,3,0,0,5,0,464,17070,52,5.917354663,2.209718117,6.166630838,13.62651588,41,1681,36,17070,52,34.0595637,41,1296
"11765","Normal",43,14,1,0,0,6,0,186,8015,63,9.229161357,2.07525106,2.892868271,6.003427947,51,2601,43,8015,63,38.55850184,51,1849
"12999","Normal",38,3,2,0,0,15,1,184,7143,54,5.794018655,1.511971711,3.428571429,5.183903008,40,1600,38,7143,54,36.15328177,40,1444
"15912","Disease A",65,4,7,3,0,47,7,411,26733,130,19.40150745,1.646033674,3.421023011,5.631119077,76,5776,65,26733,130,60.64487189,76,4225
"15215","Disease A",69,5,13,4,1,25,3,752,52424,153,25.27734458,1.871893392,5.933269474,11.10644792,94,8836,69,52424,153,63.55766773,94,4761
"21248","Disease A",68,3,3,1,1,9,1,61,4204,122,20.38482238,1.404059291,3.758821738,5.277608584,95,9025,68,4204,122,67.55896028,95,4624
"4386","Normal",36,8,1,0,0,3,0,111,4092,59,6.804873717,1.381334534,3.491032599,4.822283889,38,1444,36,4092,59,32.87020612,38,1296
"5653","Normal",33,4,15,2,0,5,0,63,2133,39,3.698991712,1.340413918,3.151418176,4.224204785,35,1225,33,2133,39,30.52893501,35,1089
"18509","Disease A",59,3,4,1,0,17,2,256,15329,114,17.62056682,1.849881652,2.60237631,4.814088187,71,5041,59,15329,114,55.94406386,71,3481
"28587","Disease A",45,3,1,0,1,1,0,24,1099,57,5.515130703,2.726057757,1.043024509,2.843345053,48,2304,45,1099,57,33.18759809,48,2025
"18987","Disease A",81,3,2,1,0,10,1,141,11459,186,34.91296168,2.191006178,2.046658478,4.48424137,99,9801,81,11459,186,69.9465855,99,6561
"22095","Disease A",68,3,2,1,1,1,0,229,15733,136,24.25105229,1.566571708,3.48436071,5.458500911,91,8281,68,15733,136,64.41252828,91,4624
"20262","Disease A",57,2,4,2,0,27,4,183,10554,106,14.5446364,1.991254799,1.406169009,2.800040787,63,3969,57,10554,106,46.87403187,63,3249
"3499","Normal",34,3,1,0,0,5,0,160,5443,48,5.036119538,1.500260937,3.24394742,4.866767596,34,1156,34,5443,48,31.09973874,34,1156
"18464","Disease A",58,3,3,1,0,25,3,455,26432,121,16.1923873,1.881161229,3.101676543,5.834753659,68,4624,58,26432,121,51.99209576,68,3364
"28570","Disease A",53,2,4,1,2,0,0,140,7452,88,12.03506781,1.538235438,3.729736086,5.737212222,60,3600,53,7452,88,48.24017294,60,2809
"28925","Disease A",53,4,2,0,1,1,0,78,4207,87,10.74172311,1.844332871,1.582515632,2.918685599,58,3364,53,4207,87,45.21189428,58,2809
"5684","Normal",36,6,2,0,0,1,0,134,4831,49,5.471090917,1.331708184,3.463234384,4.612017571,39,1521,36,4831,49,31.73114671,39,1296
"22536","Disease A",50,4,5,2,0,30,5,78,3958,75,9.063168631,2.132018418,1.524817943,3.250939939,52,2704,50,3958,75,42.37243298,52,2500
"20843","Disease A",58,3,2,1,1,8,1,104,6128,95,13.42070731,1.933553797,2.068096012,3.998774897,68,4624,58,6128,95,53.48337269,68,3364
"19664","Disease A",59,3,6,2,0,37,5,139,8296,105,15.23107388,1.461193936,3.327544869,4.862188383,68,4624,59,8296,105,53.56949363,68,3481
"20056","Disease A",58,3,6,2,0,40,6,179,10489,103,15.73435199,1.735816222,3.226927866,5.601353736,70,4900,58,10489,103,54.82633833,70,3364
"6436","Normal",47,34,0,0,0,2,0,146,6929,80,16.53120752,1.529960623,3.39367894,5.192195146,64,4096,47,6929,80,42.1134313,64,2209
"29203","Disease A",42,2,0,0,0,1,0,30,1271,53,3.321646178,2.227069573,1.838347842,4.094128544,43,1849,42,1271,53,35.74819343,43,1764
"5946","Normal",33,1,5,0,0,1,0,95,3159,40,3.644751093,1.560958107,2.518966854,3.932001731,33,1089,33,3159,40,30.03086132,33,1089
"19704","Disease A",57,3,3,2,0,21,3,129,7452,93,13.855847,1.6213308,3.469723786,5.625570042,67,4489,57,7452,93,51.6179315,67,3249
"18980","Disease A",66,3,1,0,0,2,0,217,14409,138,21.98711395,3.200933615,1.972709132,6.314510972,84,7056,66,14409,138,65.43371783,84,4356
"11503","Normal",41,10,3,0,0,2,0,151,6321,61,8.60809722,1.374319389,4.564072912,6.272493897,46,2116,41,6321,61,38.97282123,46,1681
"2620","Normal",38,9,2,0,0,9,0,141,5491,57,7.39225203,1.231916725,5.394963116,6.646145295,44,1936,38,5491,57,34.8176608,44,1444
"5597","Normal",33,7,2,0,0,11,1,105,3512,50,4.853079533,1.5769621,2.922588984,4.608812061,35,1225,33,3512,50,30.05645482,35,1089
"20712","Disease A",63,4,4,1,2,2,0,29,1838,98,17.6566877,2.374368542,2.121320344,5.036796291,84,7056,63,1838,98,53.93962142,84,3969
"14951","Disease A",46,3,2,0,1,5,0,23,1064,51,4.005431096,1.383702002,2.353553391,3.256616538,47,2209,46,1064,51,40.67634715,47,2116
"22752","Disease A",71,3,4,1,2,2,0,74,5267,132,25.12025133,1.406819061,2.872792206,4.041498834,91,8281,71,5267,132,53.64497911,91,5041
"19243","Disease A",56,4,6,2,0,28,3,158,8945,99,13.36370486,1.342127308,3.908542348,5.24576142,64,4096,56,8945,99,52.51720634,64,3136
"8512","Normal",32,3,4,0,0,15,1,101,3255,43,3.731057769,1.479879381,2.838751568,4.201009913,33,1089,32,3255,43,29.87631268,33,1024
"3482","Normal",49,6,1,0,0,9,0,314,15543,90,14.68295515,1.319498719,5.392766953,7.115749088,58,3364,49,15543,90,44.21952331,58,2401
"13005","Normal",40,21,2,0,0,3,0,959,39302,78,11.1321571,1.511577282,6.626799669,10.01691983,52,2704,40,39302,78,39.5015212,52,1600
"20274","Disease A",52,2,5,3,0,49,8,264,13787,97,12.19040855,1.742093659,2.208579793,3.847552853,58,3364,52,13787,97,47.54611,58,2704
"10122","Normal",36,3,2,0,0,2,0,173,6398,57,7.055518891,1.845576801,12.03071218,22.20360331,51,2601,36,6398,57,35.54619237,51,1296
"20659","Disease A",64,3,3,1,0,16,2,94,6094,100,16.33101735,2.260740981,2.147287533,4.854460924,76,5776,64,6094,100,55.50100632,76,4096
"16643","Disease A",78,5,1,1,1,2,0,541,42377,189,31.11673804,1.690709515,7.783783704,13.16011717,132,17424,78,42377,189,70.81485062,132,6084
"8539","Normal",41,4,5,0,0,8,0,457,19067,77,11.33399835,1.464150038,4.298712181,6.293959601,46,2116,41,19067,77,42.25241956,46,1681
"17093","Disease A",62,4,2,1,1,2,0,66,4134,123,21.29447218,2.551103594,1.320133446,3.36779718,73,5329,62,4134,123,46.81944688,73,3844
"11515","Normal",38,17,3,0,0,7,0,34,1322,56,7.194769342,2.375325315,2.167771644,5.149162863,45,2025,38,1322,56,34.0656805,45,1444
"21020","Disease A",75,5,1,1,1,1,0,90,6770,120,17.57333839,1.566245511,8,12.52996409,108,11664,75,6770,120,73.8945946,108,5625
"22464","Disease A",57,4,1,0,1,1,0,90,5147,94,13.96225069,1.593083146,2.460929613,3.920465489,65,4225,57,5147,94,50.58315486,65,3249
"3586","Normal",35,7,5,1,0,24,2,88,3153,44,4.47467622,1.776818243,2.264714948,4.023986834,36,1296,35,3153,44,33.445512,36,1225
"17136","Disease A",51,3,1,0,0,2,0,107,5545,78,9.93107085,2.144320562,2.270373605,4.868408805,57,3249,51,5545,78,47.81467338,57,2601
"9393","Normal",34,4,1,0,0,11,1,300,10359,47,4.751490994,1.41712722,5.265368823,7.461697481,36,1296,34,10359,47,31.49481439,36,1156
"28728","Disease A",59,6,2,1,1,6,0,23,1363,85,16.04341935,1.766765137,3.579737446,6.32455532,81,6561,59,1363,85,55.38835225,81,3481
"9706","Normal",38,4,9,0,0,5,0,218,8358,58,7.180823085,1.576471505,3.875,6.108827081,41,1681,38,8358,58,35.09881202,41,1444
"29337","Disease A",56,2,0,0,0,0,0,85,4801,83,12.52996409,3.405038441,1.577794598,5.372451258,64,4096,56,4801,83,51.5022558,64,3136
"19044","Disease A",58,3,2,1,1,1,0,190,11204,142,21.68470234,2.765781558,1.580496951,4.371309318,67,4489,58,11204,142,50.17086594,67,3364
"15955","Disease A",66,5,9,3,0,41,6,231,15398,130,19.89430948,1.511476203,4.563651594,6.897850783,72,5184,66,15398,130,61.76207665,72,4356
"10927","Normal",48,9,1,0,0,2,0,660,31816,95,13.64784365,1.915253673,8.329152741,15.95244038,64,4096,48,31816,95,44.87823593,64,2304
"25961","Disease A",51,3,1,0,0,4,0,67,3421,86,10.6034351,1.640420041,1.566407078,2.569565562,56,3136,51,3421,86,44.2263513,56,2601
"20461","Disease A",62,5,7,1,3,5,0,25,1566,106,15.86442561,1.897366596,3.535533906,6.708203932,95,9025,62,1566,106,58.08993028,95,3844
"27377","Disease A",54,3,0,0,0,0,0,77,4200,84,11.59321342,2.044381342,1.711170457,3.498284956,63,3969,54,4200,84,43.4584441,63,2916
"4329","Normal",40,8,2,0,0,5,0,975,39153,79,10.35968517,1.851161306,4.419073373,8.180417637,46,2116,40,39153,79,37.39189546,46,1600
"19781","Disease A",72,3,4,1,0,19,2,136,9898,156,26.63533699,1.964100548,2.075311557,4.076120565,93,8649,72,9898,156,66.41934516,93,5184
"18950","Disease A",43,2,1,0,0,6,1,36,1581,51,2.624669291,2.177896256,1.5,3.266844384,44,1936,43,1581,51,38.80936313,44,1849
"22417","Disease A",66,2,1,0,0,2,0,124,8223,113,21.03549228,1.90314554,2.57382585,4.898365187,78,6084,66,8223,113,58.72914867,78,4356
"18497","Disease A",58,3,7,3,0,47,7,214,12591,100,14.70822136,1.841936564,2.603530795,4.795538566,66,4356,58,12591,100,53.51997618,66,3364
"9786","Normal",35,11,3,0,0,22,2,176,6292,50,5.914158666,1.305020158,4.492229839,5.862450496,37,1369,35,6292,50,33.35024192,37,1225
"23088","Disease A",52,2,6,3,0,49,8,133,6941,73,8.533877646,2.441315881,1.727272727,4.216818339,55,3025,52,6941,73,43.80750785,55,2704
"12855","Normal",36,2,1,0,0,2,0,20,721,41,4.213074887,1.795054936,3,5.385164807,37,1369,36,721,41,33.23100961,37,1296
"13609","Normal",36,5,1,0,0,2,0,561,20620,54,6.189088207,1.774670043,4.674160937,8.295093393,41,1681,36,20620,54,35.00560179,41,1296
"13092","Normal",31,17,0,0,0,0,0,51,1605,41,3.11857182,4.579531802,1.705355,7.809727454,32,1024,31,1605,41,28.51865574,32,961
"12277","Normal",36,2,1,0,0,6,0,228,8236,51,5.062763963,1.357987619,4.783611625,6.496085361,38,1444,36,8236,51,32.710117,38,1296
"26908","Disease A",51,2,0,0,0,1,0,38,1957,81,12.37357116,1.761203162,1.589094037,2.798717444,60,3600,51,1957,81,39.32723711,60,2601
"1650","Normal",38,3,5,0,0,2,0,143,5439,52,6.634830745,1.245455491,5.164213562,6.431798138,41,1681,38,5439,52,33.67148988,41,1444
"3313","Normal",36,8,2,0,0,4,0,82,3003,50,6.410737943,1.824764121,3.822562711,6.975275288,38,1444,36,3003,50,31.22342773,38,1296
"22725","Disease A",54,3,3,1,0,18,3,24,1299,73,10.36621114,1.520690633,4,6.08276253,70,4900,54,1299,73,51.93666014,70,2916
"7826","Normal",41,2,9,0,0,3,0,153,6305,65,8.6000456,1.373605658,4.670362062,6.415235751,43,1849,41,6305,65,35.62669558,43,1681
"6844","Normal",43,13,2,0,0,10,0,215,9253,71,9.050761243,1.929376072,5.35450127,10.33084663,46,2116,43,9253,71,37.46651218,46,1849
"18098","Disease A",58,3,2,1,0,17,2,329,19322,120,17.71472693,2.261675421,2.406287346,5.442240947,72,5184,58,19322,120,58.96513833,72,3364
"23597","Disease A",69,5,2,1,1,2,0,244,17036,128,23.37129036,1.631838624,2.946615079,4.808400296,92,8464,69,17036,128,65.1305121,92,4761
"20445","Disease A",49,3,7,3,0,40,7,29,1447,64,7.139013744,2.367113529,3.894846759,9.219544457,55,3025,49,1447,64,45.63536136,55,2401
"27379","Disease A",58,4,1,0,1,1,0,48,2826,75,10.22048596,1.424636377,6.659125888,9.486832981,66,4356,58,2826,75,53.78274197,66,3364
"21531","Disease A",46,3,3,1,0,19,2,65,3040,70,6.764158939,2.414534041,1.272835265,3.073304076,50,2500,46,3040,70,39.01853603,50,2116
"24888","Disease A",47,2,1,1,0,9,1,83,3967,66,6.541802559,2.085747434,1.461829585,3.049007305,49,2401,47,3967,66,37.99635366,49,2209
"9919","Normal",34,6,2,0,0,6,0,154,5297,48,4.604486801,1.624084018,2.994238024,4.86289412,34,1156,34,5297,48,31.72804487,34,1156
"9231","Normal",39,1,6,0,0,3,0,451,17901,60,7.946885764,1.46743732,8.756272356,12.84928084,47,2209,39,17901,60,36.28392594,47,1521
"21545","Disease A",63,3,2,1,1,2,0,376,24026,115,18.87014697,2.444208632,3.124887873,7.637877912,79,6241,63,24026,115,54.62020708,79,3969
"1638","Normal",57,5,1,0,0,4,0,378,21572,102,18.71549736,1.399121836,4.320204774,6.044492837,73,5329,57,21572,102,49.87062628,73,3249
"20855","Disease A",56,2,3,0,1,1,0,146,8294,100,12.22029527,2.287484493,1.768404505,4.045197883,61,3721,56,8294,100,50.16875631,61,3136
"1555","Normal",44,36,1,0,0,3,0,824,36366,96,12.97584575,2.052620315,4.628033851,9.4995963,50,2500,44,36366,96,42.03206127,50,1936
"17144","Disease A",70,4,2,1,1,2,0,339,24014,144,24.78812876,1.985148626,3.30346046,6.557859993,99,9801,70,24014,144,65.7658984,99,4900
"14884","Disease A",66,3,5,2,0,23,3,115,7600,117,21.43503836,2.05710671,2.05708393,4.231641155,78,6084,66,7600,117,56.85496422,78,4356
"25773","Disease A",61,4,2,1,1,4,0,297,18308,139,20.25926234,1.93540259,2.996254006,5.798957764,77,5929,61,18308,139,57.90204197,77,3721
"2130","Normal",40,7,3,0,0,7,1,153,6197,58,8.785385964,1.681939242,4.445138583,7.476453018,49,2401,40,6197,58,36.30057887,49,1600
"28503","Disease A",56,2,0,0,0,0,0,69,3920,87,13.03618153,1.85995261,2.104455979,3.914188391,66,4356,56,3920,87,51.45956623,66,3136
"22515","Disease A",83,4,4,3,0,26,4,36,2988,152,30.42294456,1.44222051,5,7.211102551,136,18496,83,2988,152,78.37853306,136,6889
"4522","Normal",40,4,1,0,0,6,0,506,20390,71,8.960166571,1.577567573,4.87793017,7.69526446,47,2209,40,20390,71,39.9220337,47,1600
"10935","Normal",45,11,2,0,0,9,0,470,21356,100,14.16701293,1.677326802,4.223461914,7.084125864,53,2809,45,21356,100,44.29903222,53,2025
"29014","Disease A",50,3,2,1,0,10,1,76,3830,66,7.738318871,1.437184,2.320377241,3.334809046,55,3025,50,3830,66,42.5815008,55,2500
"20183","Disease A",63,4,1,1,1,2,0,728,46040,169,25.66031806,1.923556186,2.813686794,5.412284638,71,5041,63,46040,169,66.55510813,71,3969
"347","Normal",41,3,8,0,0,3,0,627,25835,68,10.60265382,1.570947871,6.103986237,9.589044185,48,2304,41,25835,68,39.9620833,48,1681
"25259","Disease A",59,3,1,1,0,5,0,27,1614,79,13.30970128,1.448050387,4.36763484,6.32455532,72,5184,59,1614,79,58.02489887,72,3481
"10826","Normal",43,19,2,0,0,6,0,955,41710,83,10.39950663,1.608938762,8.122323405,13.06832096,53,2809,43,41710,83,41.21369416,53,1849
"1257","Normal",48,6,2,0,0,2,0,570,27699,84,14.28869017,1.990468818,6.42210722,12.78300416,62,3844,48,27699,84,43.061869,62,2304
"6667","Normal",42,13,2,0,0,12,1,859,36711,101,13.37643402,1.84614517,3.686194674,6.805250492,46,2116,42,36711,101,41.14483631,46,1764
"24867","Disease A",52,2,4,2,0,33,5,83,4349,83,11.11332642,1.803882583,1.646297768,2.969727869,58,3364,52,4349,83,43.06453549,58,2704
"6545","Normal",36,12,2,0,0,10,1,109,3980,50,6.692457757,1.50855641,4.181980515,6.308753511,42,1764,36,3980,50,33.70977045,42,1296
"13763","Normal",34,2,1,0,0,1,0,27,942,46,4.626813959,1.64924225,2.5,4.123105626,36,1296,34,942,46,29.3181779,36,1156
"14698","Normal",36,16,1,0,0,4,0,41,1512,57,7.911091319,2.96768981,1.825736848,5.418220639,39,1521,36,1512,57,30.294087,39,1296
"18000","Disease A",67,4,1,1,1,2,0,505,34140,142,23.51590993,1.998246849,3.039173887,6.073019645,85,7225,67,34140,142,58.54325641,85,4489
"15467","Disease A",62,4,24,5,3,12,2,251,15570,110,16.38955551,1.758156618,3.726077109,6.551027128,77,5929,62,15570,110,56.09368941,77,3844
"19731","Disease A",51,3,2,0,1,2,0,26,1329,82,11.1975272,2.197838069,1.024264069,2.251166563,58,3364,51,1329,82,41.07076445,58,2601
"17495","Disease A",79,5,3,2,0,18,3,670,53245,185,37.28566609,1.555628389,5.401060677,8.402043317,123,15129,79,53245,185,78.89830031,123,6241
"3331","Normal",39,10,1,0,0,8,0,135,5305,60,7.377643908,1.405003439,3.442809042,4.837158542,43,1849,39,5305,60,34.98158246,43,1521
"5","Normal",33,4,3,0,0,2,0,27,911,43,5.018484351,2.021707403,2.5,5.054268507,35,1225,33,911,43,29.84093634,35,1089
"8471","Normal",32,22,2,0,0,13,0,99,3199,45,3.526236441,1.653759288,3.085812945,5.103191818,32,1024,32,3199,45,30.16419712,32,1024
"17599","Disease A",63,4,7,3,0,39,6,471,29710,126,18.40347516,2.109661806,3.483763423,7.349562635,80,6400,63,29710,126,63.14014003,80,3969
"2968","Normal",38,9,2,0,0,3,0,373,14268,58,7.028284488,1.645478727,5.671040731,9.33157688,45,2025,38,14268,58,37.43756196,45,1444
"2338","Normal",35,11,3,0,0,5,0,26,924,40,3.464101615,2.065324293,1,2.065324293,36,1296,35,924,40,30.53056476,36,1225
"18624","Disease A",79,3,3,1,1,13,2,141,11242,136,29.13930834,1.771438281,3.079200948,5.454614435,114,12996,79,11242,136,71.71693767,114,6241
"9015","Normal",37,5,2,0,0,2,0,311,11510,54,5.50328753,1.755277257,6.439775176,11.3035909,39,1521,37,11510,54,34.43774382,39,1369
"27280","Disease A",60,4,1,0,1,1,0,44,2661,86,14.72551898,6.640986182,2.800950752,18.60107524,80,6400,60,2661,86,56.01927428,80,3600
"8725","Normal",34,3,1,0,0,8,0,78,2721,42,3.741657387,1.414739886,3.356975983,4.74924782,35,1225,34,2721,42,30.1859621,35,1156
"11376","Normal",34,4,4,0,0,4,0,397,13557,52,4.737704489,1.472580488,4.630804564,6.819232443,36,1296,34,13557,52,33.24078251,36,1156
"11675","Normal",44,16,3,0,0,6,0,587,26360,87,12.06089038,1.487980711,10.63795903,15.82907784,59,3481,44,26360,87,41.12241251,59,1936
"4509","Normal",44,8,1,0,0,9,0,745,33455,80,11.8882944,1.491748449,6.049618886,9.024509588,54,2916,44,33455,80,40.85868592,54,1936
"27912","Disease A",48,2,3,1,0,15,2,54,2645,68,6.973494793,2.051257335,3.074996982,6.307610113,50,2500,48,2645,68,42.1401981,50,2304
"9310","Normal",40,8,4,0,0,17,1,207,8303,56,7.077213895,1.516288813,3.955196938,5.997220871,45,2025,40,8303,56,36.75568903,45,1600
"2589","Normal",35,5,4,0,0,6,0,161,5691,50,5.179390597,1.344120077,3.833333333,5.152460295,38,1444,35,5691,50,32.04296417,38,1225
"18997","Disease A",65,3,2,1,1,3,0,304,19995,131,20.43474853,2.545569514,1.681576178,4.280569053,74,5476,65,19995,131,61.75546002,74,4225
"27054","Disease A",45,2,3,2,0,24,3,69,3111,61,5.310640126,1.712817388,2.71195829,4.645089316,46,2116,45,3111,61,39.76015047,46,2025
"12550","Normal",37,3,10,1,0,6,0,171,6362,49,5.410083719,1.70275936,3.160188621,5.381040754,39,1521,37,6362,49,34.2596723,39,1369
"15398","Disease A",63,4,3,1,1,11,1,209,13303,150,20.93690682,1.740197229,3.633151441,6.322400071,79,6241,63,13303,150,59.11617789,79,3969
"5564","Normal",46,3,1,0,0,2,0,632,29186,74,11.73581827,2.084920147,9.171658435,19.12217545,61,3721,46,29186,74,42.50454183,61,2116
"26824","Disease A",60,3,4,2,0,37,5,192,11690,105,15.86515443,2.352829757,2.016424432,4.744303405,69,4761,60,11690,105,55.18005565,69,3600
"11738","Normal",35,10,0,0,0,4,0,383,13641,53,5.5147559,1.445504889,3.791286688,5.480323443,37,1369,35,13641,53,32.20325462,37,1225
"14560","Normal",34,6,1,0,0,6,0,305,10430,50,5.156883034,1.667250094,3.991845336,6.65540451,36,1296,34,10430,50,30.95761248,36,1156
"28932","Disease A",48,1,3,2,0,26,3,24,1173,73,9.050782655,1.749494335,0.902368927,1.578689326,50,2500,48,1173,73,37.46220317,50,2304
"8402","Normal",32,3,1,0,0,6,0,144,4654,40,3.102418411,1.465105827,2.87760191,4.215991325,32,1024,32,4654,40,29.25985114,32,1024
"18310","Disease A",79,5,2,1,1,6,1,695,55080,177,31.97688014,1.796977947,3.687008935,6.625473745,107,11449,79,55080,177,81.98695281,107,6241
"16416","Disease A",74,4,3,1,2,2,0,172,12757,151,29.30394052,1.761198103,2.728926031,4.806179349,89,7921,74,12757,151,66.48080681,89,5476
"21648","Disease A",65,6,3,1,1,4,0,163,10642,119,20.4619953,1.840187111,2.013605486,3.705410861,73,5329,65,10642,119,55.74844904,73,4225
"3448","Normal",38,4,2,0,0,8,0,966,37116,66,7.79020992,1.548396705,4.521047495,7.000375043,42,1764,38,37116,66,36.79682338,42,1444
"5863","Normal",41,11,3,0,0,4,0,143,5951,74,11.43513173,1.950771985,2.747259728,5.359277313,43,1849,41,5951,74,38.09364611,43,1681
"19727","Disease A",80,3,3,1,0,12,1,429,34664,180,34.22992325,1.525396088,3.670822011,5.599457535,121,14641,80,34664,180,72.52569676,121,6400
"21003","Disease A",61,4,3,2,1,6,1,44,2716,83,15.23303826,1.918297146,5.367067434,10.29563014,76,5776,61,2716,83,55.55975489,76,3721
"8798","Normal",42,11,2,0,0,2,0,401,16929,75,10.60724826,1.525254378,4.649137397,7.091117171,51,2601,42,16929,75,40.11448703,51,1764
"203","Normal",47,23,2,0,0,3,0,549,25884,83,12.94151057,1.965559641,6.734132091,13.23633825,61,3721,47,25884,83,44.01649385,61,2209
"6058","Normal",37,2,4,0,0,2,0,120,4529,50,6.204165268,1.275845878,4.401650429,5.615827557,40,1600,37,4529,50,33.06659946,40,1369
"14694","Normal",34,3,0,0,0,4,0,227,7821,48,5.011440656,1.400702436,2.942207124,4.121156687,35,1225,34,7821,48,31.41781812,35,1156
"5202","Normal",42,7,1,0,0,4,0,135,5722,62,9.99370172,1.638941076,2.492780983,4.085521146,47,2209,42,5722,62,37.28965699,47,1764
"24866","Disease A",50,3,7,2,2,3,0,400,20326,96,10.21053378,2.035553351,2.63704464,5.367845054,54,2916,50,20326,96,48.98805977,54,2500
"27451","Disease A",61,2,0,0,0,0,0,51,3148,112,17.15271659,1.633479445,1.426776695,2.330610405,65,4225,61,3148,112,53.38465668,65,3721
